id	encoding	tamanho_bytes	tamanho_bytes_traducao	offset	texto	texto_traduzido	diferenca_bytes	tem_overflow	percentual_diferenca
213	shift_jis	51	60	0x5c960	2hostage, cannot be found. The terrorist's demands	2n foi encontrada.As exigencias dos terroristas	-1	True	17.6
214	shift_jis	47	46	0x5c994	.have been rejected and they are preparing to	.foram rejeitadas e eles se preparam p/	-1	False	-2.1
215	shift_jis	47	46	0x5c9c4	.launch a new-type of nuclear warhead. To stop	.lancar uma nova ogiva nuclear.Para dete-los	-1	False	-2.1
216	shift_jis	45	45	0x5ca51	,maintenance base up north, or destroy Metal	,eh preciso atacar a base ao norte ou o	0	False	0.0
217	shift_jis	14	5	0x5ca7f	Gear itself.	Metal Gear.	-9	False	-64.3
218	shift_jis	46	45	0x5ca8e	-Snake first collects his belongings and then	-Snake primeiro coleta seus pertences e entao	-1	False	-2.2
219	shift_jis	45	34	0x5cabd	,heads north for the underground maintenance	,vai p/ base de manutencao subterranea ao	-11	False	-24.4
220	shift_jis	7	12	0x5caeb	base.	norte	5	True	71.4
221	latin-1	37	20	0x5cafe	@>`:VoVoPePlKbPrKhPd	@>`:VoVoPePlKbPrKhPd	-17	False	-45.9
222	shift_jis	48	35	0x5cb61	/from the cell with the help of Ninja. However,	/da cela com a ajuda do Ninja.Porem,	-13	False	-27.1
223	shift_jis	46	44	0x5cb92	-Meryl, taken as the other hostage, cannot be	-Meryl, a outra refem, nao foi ser encontrada	-2	False	-4.3
224	shift_jis	42	47	0x5cbc1	)found. The terrorist's demands have been	)As exigencia dos terroristas foram	5	True	11.9
225	shift_jis	43	46	0x5cbec	*rejected and they are preparing to launch	*rejeitadas e tao se preparando p/ lancar	-2	True	7.0
226	shift_jis	43	44	0x5cc18	*a new-type nuclear warhead. To stop that,	*uma ogiva nuclear.P/ parar isso,	0	True	2.3
227	shift_jis	46	50	0x5cc44	-Snake must use the detonation code emergency	-Snake deve usar a chave de emergencia	-8	True	8.7
228	shift_jis	45	44	0x5cc73	,override key at the underground maintenance	,do codigo de detonacao na base d manutencao	-1	False	-2.2
229	shift_jis	46	55	0x5cca1	-base up north, or destroy Metal Gear itself.	-ao norte ou destruir o proprio M. Gear.	-7	True	19.6
230	latin-1	37	18	0x5cd3d	@X`TVoVoPePlEPrKPd	@X`TVoVoPePlEPrKPd	-19	False	-51.4
231	shift_jis	54	55	0x5cd6d	5After Snake submits to the torture, Ocelot tells him	5Depois q Snake sofre a tortura, Ocelot conta a ele	-3	True	1.9
232	shift_jis	54	57	0x5cda4	5that Meryl will be killed. While being torn apart by	5q Meryl morrera.Enquanto ta sendo despedacado pelos	-2	True	5.6
233	shift_jis	49	53	0x5cddb	0the feelings of regret, Snake managed to escape	0sentimentos de arrependimento Snake escapa	-6	True	8.2
234	shift_jis	50	44	0x5ce0d	1from the cell. The terrorist's demands have been	1da cela.As exigencias dos terroristas foram	-6	False	-12.0
235	shift_jis	50	54	0x5ce40	1rejected and they are preparing to launch a new-	1rejeitadas e eles iniciaram um novo-	-14	True	8.0
236	shift_jis	51	47	0x5ce73	2type of nuclear warhead. To stop that, Snake must	2tipo de ogiva nuclear.P/ parar isso Snake deve	-4	False	-7.8
237	shift_jis	48	62	0x5cea7	/use the detonation code emergency override key	/usar a chave de anulacao de detonacao na	14	True	29.2
238	shift_jis	47	43	0x5ced8	.at the underground maintenance base up north,	.base de manutencao subterranea ao norte, ou	-4	False	-8.5
239	shift_jis	52	55	0x5cf08	3or destroy Metal Gear itself. Snake first collects	3destruir o proprio M. Gear. Snake primeiro coleta	0	True	5.8
240	shift_jis	45	39	0x5cf3d	,his belongings and then heads north for the	,seus pertences e entao vai ao norte p/ base	-6	False	-13.3
241	shift_jis	31	31	0x5cf6b	underground maintenance base.	de manutencao subterranea.	0	False	0.0
242	latin-1	37	20	0x5cf96	@e`aVoVoPePlKbPrKhPd	@e`aVoVoPePlKbPrKhPd	-17	False	-45.9
243	shift_jis	49	46	0x5d034	0the feelings of regret, Snake escapes from the	0sentimentos de arrependimento, Snake escapa da	-3	False	-6.1
244	shift_jis	54	56	0x5d066	5cell with the help of Ninja. The terrorist's demands	5cela com ajuda do Ninja. A exigencia dos terroristas	0	True	3.7
245	shift_jis	46	46	0x5d09d	-have been rejected and they are preparing to	-foram rejeitadas e eles tao se preparando p/	0	False	0.0
246	shift_jis	53	51	0x5d0cc	4launch a new-type of nuclear warhead. To stop that,	4lancar um novo tipo de ogiva nuclear.P/ parar isso,	-2	False	-3.8
247	shift_jis	50	52	0x5d131	1override key at the underground maintenance base	1chave-anulacao na base de manutencao subterranea	-1	True	4.0
248	shift_jis	53	57	0x5d164	4up north, or destroy Metal Gear itself. Snake first	4ao norte ou destruir o M. Gear.Snake primeiro	-7	True	7.5
249	shift_jis	50	47	0x5d19a	1collects his belongings and then heads north for	1coleta seus pertences e entao vai ao norte p/	-3	False	-6.0
250	shift_jis	35	32	0x5d1cd	"""the underground maintenance base."	"""base de manutencao subterranea."	-4	False	-8.6
251	shift_jis	51	52	0x5d22c	2The terrorists have started preparing to launch a	2Os terroristas comecaram o lancamento de um	-7	True	2.0
252	shift_jis	50	47	0x5d260	1new-type of nuclear warhead. To stop that, Snake	1novo tipo de ogiva nuclear.P/ parar isso Snake	-3	False	-6.0
253	shift_jis	49	67	0x5d293	0must use the detonation code emergency override	0deve usar a chave de anulacao de detonacao	18	True	36.7
254	shift_jis	44	37	0x5d2c5	+key at the underground maintenance base up	+na base de manutencao subterranea ao norte	-7	False	-15.9
255	shift_jis	55	60	0x5d2f2	6north, or destroy Metal Gear itself. After outlasting	6ou destruir o proprio M. Gear.Depois de resistir a	2	True	9.1
256	shift_jis	48	40	0x5d32a	/Ocelot's torture, Snake escapes from the cell.	/tortura de Ocelot Snake escapa da cela.	-8	False	-16.7
257	shift_jis	45	36	0x5d35b	,However, Meryl, taken as the other hostage,	,Porem Meryl, a outra refem, nao foi	-9	False	-20.0
258	shift_jis	50	57	0x5d389	1cannot be found. Snake makes a detour around the	1encontrada. Snake desvia ao redor das	0	True	14.0
259	shift_jis	49	40	0x5d3bc	0glaciers and heads for the Communications Tower	0geleiras e vai p/ Torre de Comunicacoes	-9	False	-18.4
260	shift_jis	44	46	0x5d3ee	+to enter the underground maintenance base.	+p/ entrar na base de manutencao.	-10	True	4.5
261	latin-1	37	20	0x5d429	@F`BVoVoPePlKbPrKhPd	@F`BVoVoPePlKbPrKhPd	-17	False	-45.9
262	shift_jis	52	43	0x5d557	3Ocelot's torture, Snake escapes from the cell with	3tortura de Ocelot Snake escapa da cela com	-9	False	-17.3
263	shift_jis	53	42	0x5d58c	4the help of the Ninja. However, Meryl, taken as the	4a ajuda do Ninja.Porem Meryl tbm feita como	-11	False	-20.8
264	shift_jis	47	49	0x5d5c2	.other hostage, cannot be found. Snake makes a	.refem n pode ser encontrada.Snake faz um	0	True	4.3
265	shift_jis	46	39	0x5d5f2	-detour around the glaciers and heads for the	-desvio ao redor das geleiras e vai p/	-7	False	-15.2
266	shift_jis	47	40	0x5d621	.Communications Tower to enter the underground	.Torre de Comunicacoes p/ entrar na base	-7	False	-14.9
267	shift_jis	19	26	0x5d651	maintenance base.	de manutencao.	-5	True	36.8
268	latin-1	37	18	0x5d670	@J`FVoVoPePlEPrKPd	@J`FVoVoPePlEPrKPd	-19	False	-51.4
269	shift_jis	52	47	0x5d6d7	3that Meryl will be killed. While in despair, Snake	3q Meryl sera morta.Enquanto em desespero Snake	-5	False	-9.6
270	shift_jis	52	40	0x5d70c	3escapes from the cell. The terrorists have started	3escapa da cela.Os terroristas comecaram	-12	False	-23.1
271	shift_jis	51	54	0x5d741	2preparing to launch the new-type nuclear warhead.	2a se preparar p/ lancar o novo tipo de ogiva.	-5	True	5.9
272	shift_jis	45	50	0x5d775	,To stop that, Snake must use the detonation	,P/ parar isso Snake deve usar a chave de	-4	True	11.1
273	shift_jis	48	57	0x5d7a3	/code emergency override key at the underground	/de emergencia do codigo de detonacao na base	-3	True	18.8
274	shift_jis	50	37	0x5d802	1Gear itself. After escaping from the cell, Snake	1Gear.Depois de escapar da cela Snake	-13	False	-26.0
275	shift_jis	46	42	0x5d835	-makes a detour around the glaciers and heads	-faz um desvio ao redor das geleiras e vai	-4	False	-8.7
276	shift_jis	43	39	0x5d864	*for the Communications Tower to enter the	*p/ Torre de Comunicacoes p/ entrar na	-4	False	-9.3
277	latin-1	37	16	0x5d8bb	@`VoVoPePlEPrKPd	@`VoVoPePlEPrKPd	-21	False	-56.8
278	shift_jis	51	37	0x5d957	2escapes from the cell with the help of the Ninja.	2escapa da cela com a ajuda do Ninja.	-14	False	-27.5
279	shift_jis	50	49	0x5d9bf	1new-type of nuclear warhead. To stop the launch,	1novo tipo de ogiva nuclear.P/parar o lancamento,	-1	False	-2.0
280	shift_jis	47	49	0x5da54	.up north, or destroy Metal Gear itself. After	.ao norte ou destruir o Metal Gear.Depois	-1	True	4.3
281	shift_jis	52	40	0x5da84	3escaping from the cell with the help of the Ninja,	3de escapar da cela com a ajuda do Ninja,	-12	False	-23.1
282	shift_jis	46	44	0x5dab9	-Snake makes a detour around the glaciers and	-Snake faz um desvio ao redor das geleiras e	-2	False	-4.3
283	shift_jis	49	42	0x5dae8	0heads for the Communications Tower to enter the	0vai p/ Torre de Comunicacoes p/ entrar na	-7	False	-14.3
284	latin-1	37	18	0x5db42	@d``VoVoPePlSPrYPd	@d``VoVoPePlSPrYPd	-19	False	-51.4
285	shift_jis	52	54	0x5dc36	3base up north, or destroy Metal Gear itself. After	3base ao norte ou destruir o Metal Gear.Depois	-1	True	3.8
286	shift_jis	50	49	0x5dc6b	1outlasting Ocelot's torture, Snake escapes from.	1de resistir a tortura de Ocelot Snake escapa da.	-1	False	-2.0
287	shift_jis	46	36	0x5dc9e	-the cell. However, Meryl, taken as the other	-cela.Porem Meryl q tbm era refem continua	-10	False	-21.7
288	shift_jis	49	51	0x5dccd	0hostage, cannot be found. Snake infiltrates the	0desaparecida. Snake se infiltra na	0	True	4.1
289	shift_jis	49	41	0x5dcff	0Communications Tower and heads for the walk way	0Torre de Comunicacoes e vai p/ passarela	-8	False	-16.3
290	shift_jis	49	52	0x5dd31	0on an upper floor to detour around the glaciers	0num andar p/ desviar ao redor das geleiras	-6	True	6.1
291	shift_jis	51	56	0x5dd63	2that block the way to the underground maintenance	2q bloqueiam o caminho p/ base de manutencao	-7	True	9.8
292	latin-1	37	18	0x5dda7	@u`qVoVoPePlSPrYPd	@u`qVoVoPePlSPrYPd	-19	False	-51.4
293	shift_jis	52	55	0x5de78	3preparing to launch a new-type of nuclear warhead.	3se preparando p/ lancar um novo tipo de ogiva.	-5	True	5.8
294	shift_jis	51	59	0x5dead	2To stop the launch, Snake must use the detonation	2P/ parar o lancamento Snake deve usar a chave	-4	True	15.7
295	shift_jis	52	44	0x5df40	3Gear itself. After escaping, Snake infiltrates the	3Gear.Depois de escapar Snake se infiltra na num	-8	False	-15.4
296	shift_jis	54	54	0x5dfa7	5on an upper floor to detour around the glaciers that	5andar superior p/ desviar ao redor das geleiras que	0	False	0.0
297	shift_jis	46	54	0x5dfde	-block the way to the underground maintenance	-bloqueiam o caminho p/ base de manutencao	-4	True	17.4
298	shift_jis	45	32	0x5e080	,from the cell. However, Meryl, taken as the	,da cela.Porem Meryl q tbm foi feita como	-13	False	-28.9
299	shift_jis	43	47	0x5e0ae	*other hostage, cannot be found. To detour	*refem n pode ser encontrada.P/desviar ao	3	True	9.3
300	shift_jis	45	46	0x5e0da	,around the glaciers blocking the way to the	,redor das geleiras bloqueando o caminho p/	0	True	2.2
301	shift_jis	44	42	0x5e108	+underground maintenance base, Snake climbs	+base de manutencao subterranea Snake sobe	-2	False	-4.5
302	shift_jis	47	42	0x5e135	.up to the roof of the Communications Tower A.	.ate o telhado da Torre de Comunicacoes-A.	-5	False	-10.6
303	shift_jis	48	44	0x5e165	/However, Liquid and his Hind D are waiting for	/Porem Liquid e seu Hind D tao esperando por	-4	False	-8.3
304	shift_jis	44	33	0x5e196	+him. The walkway collapses from the Hind's	+ele.A passarela desaba do ataque	-11	False	-25.0
305	shift_jis	47	55	0x5e1c3	.attack. The only way left to proceed is to go	.do Hind.A unica forma de prosseguir eh descer	-1	True	17.0
306	shift_jis	49	40	0x5e1f3	0down the wall on the north side of the roof of	0pela parede do lado norte do telhado da	-9	False	-18.4
307	shift_jis	45	47	0x5e225	,Communications Tower A. A rope is necessary	,T. de Comunicacoes-A.Precisa de uma corda	-1	True	4.4
308	shift_jis	11	15	0x5e253	to do so.	p/ descer	4	True	36.4
309	shift_jis	50	49	0x5e297	1After Snake submits to the torture, Ocelot tells	1Depois q Snake se submete a tortura Ocelot fala	-1	False	-2.0
310	shift_jis	47	42	0x5e2ca	.him that Meryl will be killed. While being in	.a ele q Meryl sera morta.Enquanto ta em	-7	False	-10.6
311	shift_jis	49	42	0x5e2fa	0despair, Snake escapes from the cell. To detour	0desespero Snake escapa da cela.P/ desviar	-7	False	-14.3
312	shift_jis	45	41	0x5e35a	,underground maintenance base, Snake climbs	,base de manutencao subterranea Snake sobe	-4	False	-8.9
313	shift_jis	48	40	0x5e446	/down the wall on the north side of the roof of	/pela parede do lado norte do telhado da	-8	False	-16.7
314	shift_jis	48	44	0x5e601	/However, Liquid and his Hind D are waitinf for	/Porem Liquid e seu Hind D tao esperando por	-4	False	-8.3
315	shift_jis	46	44	0x5e6c0	-Communications Tower A. With his rope, Snake	-Torre de Comunicacoes-A.Com sua corda Snake	-2	False	-4.3
316	shift_jis	43	32	0x5e6ef	*heads for the northern end of the roof of	*dirige-se ate a parte norte do telhado da	-11	False	-25.6
317	shift_jis	25	24	0x5e71b	Communications Tower A.	Torre de Comunicacoes-A	-1	False	-4.0
318	latin-1	37	18	0x5e9c3	@\`XVoVoPePlvPr|Pd	@\`XVoVoPePlvPr|Pd	-19	False	-51.4
319	shift_jis	47	53	0x5e9f3	.To stop the launch of the new-type of nuclear	.P/ parar o lancamento do novo tipo de ogiva	-2	True	12.8
320	shift_jis	45	58	0x5ea23	,warhead, Snake must use the detonation code	,Snake deve anular a detonacao na base	13	True	28.9
321	shift_jis	50	51	0x5ea7d	1maintenance base up north, or destroy Metal Gear	1de manutencao norte ou destruir Metal Gear.	-2	True	2.0
322	shift_jis	52	43	0x5eab0	3itself. After escaping from the cell, Snake climbs	3Depois de escapar da cela Snake sobe	-9	False	-17.3
323	shift_jis	48	50	0x5eae5	/up Communications Tower A to detour around the	/a Torre de Comunicacoes-A p/desviar das	-8	True	4.2
324	shift_jis	46	38	0x5eb16	-glaciers blocking the way to the underground	-geleiras bloqueando o caminho p/ base	-8	False	-17.4
325	shift_jis	44	51	0x5eb45	+maintenance base. However, Liquid's Hind D	+de manutencao.Porem o Hind D de Liquid	-5	True	15.9
326	shift_jis	51	52	0x5eb72	2destroys the walkway. To get out of this terrible	2destroi a passarela.P/sair desta situacao	0	True	2.0
327	shift_jis	54	42	0x5eba6	5situation, Snake starts rappelling along the wall of	5Snake comeca a fazer rapel pela parede da	-12	False	-22.2
328	shift_jis	50	53	0x5ebdd	1Communications Tower A, depending totally on his	1Torre de Comunicacoes-A dependendo da sua	-8	True	6.0
329	shift_jis	7	6	0x5ec10	rope.	corda	-1	False	-14.3
330	latin-1	37	16	0x5ec20	@`VoVoPePlvPr|Pd	@`VoVoPePlvPr|Pd	-21	False	-56.8
331	shift_jis	46	53	0x5ec50	-To stop the launch of the new-type ofnuclear	-P/ parar o lancamento do novo tipo de ogiva	-1	True	15.2
332	shift_jis	49	51	0x5ecd9	0maintenance base up north or destroy Metal Gear	0base de manutencao ao norte ou destruir M. Gear	-1	True	4.1
333	shift_jis	50	55	0x5edcd	1blocks Snake's way. Snake starts rappelling down	1bloqueia o caminho de Snake.Snake faz rapel	2	True	10.0
334	shift_jis	46	51	0x5ee00	-the wall of Communications Tower A to get to	-pela parede da Torre-A p/ chegar a	-11	True	10.9
335	shift_jis	45	35	0x5ee2f	,Communications Tower B. It was obvious that	,Torre de Comunicacoes-B.Era obvio q	-10	False	-22.2
336	shift_jis	51	50	0x5ee5d	2there was no way for Snake to fight the Hind with	2nao havia como Snake lutar contra o Hind D com	-1	False	-2.0
337	shift_jis	31	31	0x5ee91	any of his current weapons...	qualquer de suas armas atuais	0	False	0.0
338	shift_jis	55	43	0x5efa2	6itself. After escaping from the cell, Snake climbs up	6em si.Depois de escapar da cela Snake sobe	-12	False	-21.8
339	shift_jis	45	47	0x5efda	,Communications Tower A to detour around the	,Torre de Comunicacoes-A p/desviar das	-8	True	4.4
340	shift_jis	50	53	0x5f0c6	1Communications Tower B. To fight the Hind, Snake	1T. de Comunicacoes-B.P/lutar contra HinD Snake	0	True	6.0
341	shift_jis	49	44	0x5f0f9	0must aquire the Stinger missiles at the Tower B	0deve adquirir os misseis Stinger na entrada da	-5	False	-10.2
342	shift_jis	11	11	0x5f12b	entrance.	Torre B.	0	False	0.0
343	shift_jis	48	46	0x5f2be	/maintenance base but gets attacked by Liquid's	/base de manutencao mas eh atacado pelo Hind D	-2	False	-4.2
344	shift_jis	50	52	0x5f2ef	1Hind D. Snake dodges the Hind's insistent attack	1de Liquid.Snake desvia do ataque do Hind	-9	True	4.0
345	shift_jis	45	32	0x5f322	,and rappels down the wall of Communications	,e faz rapel pela parede da Torre de	-13	False	-28.9
346	shift_jis	46	55	0x5f350	-Tower A. Acquiring a portable Stinger, Snake	-Comunicacoes-A.Adquirindo um Stinger Snake	0	True	19.6
347	shift_jis	49	47	0x5f37f	0heads for the roof of Communications Tower B to	0vai pro telhado da Torre de Comunicacoes-B p/	-2	False	-4.1
348	shift_jis	32	30	0x5f3b1	finish the battle with Liquid.	terminar a batalha com Liquid.	-2	False	-6.2
349	latin-1	37	18	0x5f3d7	@>`:VoVoPePlKPrQPd	@>`:VoVoPePlKPrQPd	-19	False	-51.4
350	shift_jis	44	53	0x5f407	+To stop the launch of the new-type nuclear	+P/parar o lancamento do novo tipo de ogiva	1	True	20.5
351	shift_jis	52	48	0x5f4c0	3itself. Snake gets attacked by Liquid's  Hind D at	3em si.Snake eh atacado pelo Hind D de Liquid na	-4	False	-7.7
352	shift_jis	49	47	0x5f4f5	0Communications Tower A, but he rappels down the	0Torre de Comunicacoes-A mas ele faz rapel pela	-2	False	-4.1
353	shift_jis	44	44	0x5f527	+communications tower wall and acquires the	+parede da torre e adquire o	0	False	0.0
354	shift_jis	49	43	0x5f554	0Stinger -- a weapon effective against the Hind.	0Stinger -- uma arma efetiva contra o Hind.	-6	False	-12.2
355	shift_jis	49	49	0x5f586	0Snake asks Otacon to move the elevator and then	0Snake pede a Otacon p/ mover o elevador e entao	0	False	0.0
356	latin-1	37	18	0x5f616	@`VoVoPePl3[Pr3aPd	@`VoVoPePl3[Pr3aPd	-19	False	-51.4
357	shift_jis	53	57	0x5f703	4itself. Snake fights Liquid's Hind D on the roof of	4em si.Snake luta contra o HindD no telhado da	-7	True	7.5
358	shift_jis	46	42	0x5f739	-Communications Tower B and defeats it. Snake	-Torre de Comunicacoes-B e o derrota.Snake	-4	False	-8.7
359	shift_jis	51	39	0x5f768	2gets the message from Otacon that the elevator of	2recebe a msg do Otacon q o elevador da	-12	False	-23.5
360	shift_jis	50	52	0x5f79c	1Communications Tower B has started moving again.	1Torre de Comunicacoes-B comecou a se mover.	-6	True	4.0
361	shift_jis	50	44	0x5f7cf	1The entrance to the underground maintenance base	1A entrada p/ base de manutencao subterranea	-6	False	-12.0
362	shift_jis	49	45	0x5f802	0is beyond the Snowfield north of Communications	0fica alem do Campo Nevado ao norte da Torre de	-4	False	-8.2
363	shift_jis	42	44	0x5f834	)Tower B. Snake heads for the elevator of	)Comunicacoes-B.Snake vai p/elevador da	0	True	4.8
364	shift_jis	42	37	0x5f85f	)Communications Tower B to go down to the	)Torre de Comunicacoes-B p/ descer ao cam	-5	False	-11.9
365	shift_jis	12	14	0x5f88a	Snowfield.	po nevado.	0	True	16.7
366	latin-1	37	20	0x5f89c	@:`6VoVoPePl3[Pr3aPd	@:`6VoVoPePl3[Pr3aPd	-17	False	-45.9
367	shift_jis	46	43	0x5f9bf	-Communications Tower B and defeats it. After	-Torre de Comunicacoes-B e o derrota.Depois	-3	False	-6.5
368	shift_jis	47	47	0x5f9ee	.taking the elevator in Communications Tower B	.de pegar o elevador na T. de Comunicacoes-B	0	False	0.0
369	shift_jis	48	45	0x5fa1e	/and defeating the stealth camouflage soldiers,	/e derrotar os soldados de camuflagem stealth,	-3	False	-6.2
370	shift_jis	49	43	0x5fa4f	0Snake heads for the entrance to the underground	0Snake vai p/ entrada da base de manutencao	-6	False	-12.2
371	shift_jis	48	46	0x5fa81	/maintenance base beyond the Snowfield north of	/subterranea alem do Campo de Neve ao norte da	-2	False	-4.2
372	shift_jis	25	24	0x5fab2	Communications Tower B.	Torre de Comunicacoes-B	-1	False	-4.0
373	latin-1	37	20	0x5fad7	@R`NVoVoPePl3[Pr3aPd	@R`NVoVoPePl3[Pr3aPd	-17	False	-45.9
374	shift_jis	50	45	0x5fc29	1takes the elevator in Communications Tower B and	1pega o elevador na Torre de Comunicacoes-B e	-5	False	-10.0
375	shift_jis	52	53	0x5fc5c	3defeats the stealth camouflage solders and gets to	3derrota os soldados stealth e chega ao Campo	-13	True	1.9
376	shift_jis	48	51	0x5fc91	/the Snowfield north of Communications Tower B.	/Nevado ao norte da T. de Comunicacoes-B.	0	True	6.2
377	shift_jis	42	46	0x5fcf4	)maintenance base north of the Snowfield.	)base ao norte do Campo Nevado.	4	True	9.5
378	shift_jis	48	44	0x5fe4d	/Communications Tower B and defeats it and gets	/Torre de Comunicacoes-B e o derrota e chega	-4	False	-8.3
379	shift_jis	51	54	0x5fe7e	2to the Snowfield north of Communications Tower B.	2ao Campo Nevado ao norte da T. de Comunicacoes-B.	0	True	5.9
380	shift_jis	50	45	0x5feb2	1However, there awaits Sniper Wolf. After winning	1Porem la espera Sniper Wolf.Depois de vencer	-5	False	-10.0
381	shift_jis	51	51	0x5fee5	2the sniping battle on the Snowfield, he heads for	2a batalha de precisao no Campo Nevado ele vai p/	0	False	0.0
382	shift_jis	50	42	0x5ff19	1the entrance to the underground maintenance base	1entrada da base de manutencao subterranea ao	-8	False	-16.0
383	shift_jis	25	26	0x5ff4c	north of the Snowfield.	norte do Campo Nevado.	0	True	4.0
384	shift_jis	48	48	0x600f9	/However, Sniper Wolf is waiting for him. After	/Porem Sniper Wolf ta esperando por ele.Depois	-2	False	0.0
385	shift_jis	47	45	0x6012a	.beating her again, Snake and Otacon stay with	.de vence-la de novo Snake e Otacon ficam com	-2	False	-4.3
386	shift_jis	48	43	0x6015a	/her until her moment of death, Snake heads for	/ela ate seu momento de morte Snake vai p/	-5	False	-10.4
387	shift_jis	45	41	0x6018b	,the entrance to the underground maintenance	,entrada da base de manutencao subterranea	-4	False	-8.9
388	shift_jis	30	26	0x601b9	base north of the Snowfield.	ao norte do Campo de Neve.	-4	False	-13.3
389	shift_jis	47	42	0x60399	.beating her again, Sanek and Otacon stay with	.vence-la de novo Snake e Otacon ficam com	-5	False	-10.6
390	shift_jis	51	44	0x603c9	2her until her moment of death, Snake successfully	2ela ate seu momento de morte Snake consegue	-7	False	-13.7
391	shift_jis	42	42	0x603fd	)goes through entrance to the underground	)passar a entrada da base de manutencao	0	False	0.0
392	shift_jis	45	39	0x60428	,maintenance base north of the Snowfield and	,subterranea ao norte do Campo de Neve e	-6	False	-13.3
393	shift_jis	47	40	0x60456	.heads for the lower level to get to the Metal	.vai pro nivel inferior p/ chegar a base	-7	False	-14.9
394	shift_jis	36	41	0x60486	#Gear underground maintenance base.	#de manutencao do Metal Gear.	-7	True	13.9
395	shift_jis	48	46	0x605d0	/Communications Tower B and defeats it. He then	/Torre de Comunicacoes-B e o derrota.Ele entao	-2	False	-4.2
396	shift_jis	47	41	0x60601	.gets to the Snowfield north of Communications	.chega ao Campo de Neve ao norte da Torre	-6	False	-12.8
397	shift_jis	46	55	0x60631	-Tower B and defeats Sniper Wolf again. After	-de Comunicacoes-B e derrota Wolf. Depois	2	True	19.6
398	shift_jis	44	44	0x606ef	+maintenance base and takes the large cargo	+base de manutencao e pega o elevador	0	False	0.0
399	shift_jis	49	45	0x6071c	0elevator to get to the lower level of the Metal	0de carga p/ chegar ao nivel inferior da base	-4	False	-8.2
400	shift_jis	37	40	0x6074e	$Gear underground maintenance base.	$base de manutencao do M.Gear.	-7	True	8.1
401	latin-1	37	18	0x60776	@C`?VoVoPePlyPryPd	@C`?VoVoPePlyPryPd	-19	False	-51.4
402	shift_jis	51	55	0x60863	2itself. While Snake heads down on the large cargo	2em si.Enquanto Snake desce no elevador de carga	-3	True	7.8
403	shift_jis	44	28	0x60897	+elevator from the blast furnace beyond the	+do alto-forno alem do Campo de	-16	False	-36.4
404	shift_jis	53	55	0x608c4	4Snowfield to get to the lower level after defeating	4Neve p/chegar ao nivel inferior depois d derrotar	0	True	3.8
405	shift_jis	51	48	0x608fa	2Sniper Wolf again, Snake hears from Master Miller	2Sniper Wolf de novo Snake ouve do Master Miller	-3	False	-5.9
406	shift_jis	49	56	0x6092e	0that Naomi could be a spy. Snake cannot believe	0q Naomi pode ser uma espia.Snake nao acredita	-3	True	14.3
407	shift_jis	46	38	0x60960	-it, but all he can do now is to head for the	-mas tudo q pode fazer agora eh ir p/	-8	False	-17.4
408	shift_jis	42	40	0x60a1a	)warhead, Snake rushes to the underground	)ogiva Snake corre p/ base de manutencao	-2	False	-4.8
409	shift_jis	44	36	0x60a45	+maintenance base. However, Vulcan Raven is	+subterranea.Porem Vulcan Raven esta	-8	False	-18.2
410	shift_jis	45	53	0x60a72	,waiting for him. While Raven is dying after	,esperando ele. No leito de morte apos ser	0	True	17.8
411	shift_jis	46	48	0x60aa0	-being defeated by Snake, he tells Snake that	-derrotado. Raven conta a Snake que o	0	True	4.3
412	shift_jis	44	45	0x60acf	+the DARPA Chief who died in front of Snake	+Chefe da DARPA q morreu na frente d Snake	0	True	2.3
413	shift_jis	45	47	0x60afc	,was actually FOX-HOUND member Decoy Octopus	,era o membro FOX-HOUND Decoy Octopus	-9	True	4.4
414	shift_jis	49	42	0x60b2a	0in disguise. Snake, who has been told by Master	0disfarado.Snake q soube pelo Master que	-7	False	-14.3
415	shift_jis	45	49	0x60b5c	,that Naomi was lying about her identity, is	,Naomi estava fingindo sua identidade esta	-2	True	8.9
416	shift_jis	47	38	0x60b8a	.confused and filled with doubt, but heads for	.confuso e cheio de duvida mas vai p/ a base	-9	False	-19.1
417	shift_jis	46	41	0x60bba	-the underground maintenance base just beyond	-de manutencao subterranea logo alem	-5	False	-10.9
418	shift_jis	11	9	0x60be9	the door.	da porta.	-2	False	-18.2
419	shift_jis	44	37	0x60dfd	+the underground maintenance base and heads	+base de manutencao subterranea e vai	-7	False	-15.9
420	shift_jis	23	21	0x60e2a	for the control room.	p/ sala de controle.	-2	False	-8.7
421	shift_jis	42	32	0x6104a	)the control room on the 3rd floor of the	)sala de controle no andar-3 da	-10	False	-23.8
422	shift_jis	48	48	0x610cd	/Master repeatedly warns Snake that Naomi is an	/Master avisa Snake que Naomi eh uma	0	False	0.0
423	shift_jis	51	51	0x610fe	2enemy spy. While filled with doubt, Snake arrives	2espia inimiga.Cheio de duvidas Snake chega	0	False	0.0
424	shift_jis	43	36	0x61132	*at the underground maintenance base. From	*a base de manutencao subterranea. Por uma	-7	False	-16.3
425	shift_jis	50	47	0x6115e	1Otacon's call, Snake finds out that the new-type	1ligacao do Otacon Snake descobre q o novo tipo	-3	False	-6.0
426	shift_jis	45	45	0x61191	,nuclear warhead equipped on Metal Gear is a	,de ogiva equipada no Metal Gear eh um	0	False	0.0
