id	encoding	offset	tamanho_bytes	texto	texto_traduzido	tamanho_bytes_traduzido	diferenca_bytes	tem_overflow	percentual_diferenca
370	shift_jis	0xaadf34	16	but it seems so.	mas parece q sim	16	0	False	0.0
385	shift_jis	0xbe0ccc	33	When did you become a dog musher?	Quando vc virou condutor de caes?	33	0	False	0.0
389	shift_jis	0xbe0da0	17	What do you mean?	O que quer dizer?	17	0	False	0.0
393	shift_jis	0xbe0e58	11	I told you.	Eu te disse	11	0	False	0.0
401	shift_jis	0xbe1024	11	Oh I see...	Ah entendo.	11	0	False	0.0
402	shift_jis	0xbe1040	10	blackmail.	chantagem.	10	0	False	0.0
414	shift_jis	0xbe12a4	18	I'm a soldier too.	Eu tbm sou soldado	18	0	False	0.0
420	shift_jis	0xcf76ac	23	and be a soldier again.	e seja soldado de novo.	23	0	False	0.0
432	shift_jis	0xd2cb28	8	Colonel,	Coronel,	8	0	False	0.0
435	shift_jis	0xd2cb98	12	Okay, Snake.	Certo, Snake	12	0	False	0.0
437	shift_jis	0xd2cbd0	14	I'll be frank.	Vou ser franco	14	0	False	0.0
451	shift_jis	0xd9c318	26	that's not very soldierly.	isso nao eh muito militar.	26	0	False	0.0
453	shift_jis	0xd9c364	26	I'm just an old man now...	Sou apenas um velho agora.	26	0	False	0.0
455	shift_jis	0xd9c3b8	26	Since when are we friends?	Desde quando somos amigos?	26	0	False	0.0
465	shift_jis	0xd9c574	10	Name them.	Diga quais	10	0	False	0.0
466	shift_jis	0xd9c590	4	One,	Uma,	4	0	False	0.0
467	shift_jis	0xd9c5a8	27	no more secrets between us.	chega de segredos entre nos	27	0	False	0.0
479	shift_jis	0xd9c79c	8	Colonel.	Coronel.	8	0	False	0.0
480	shift_jis	0xe8d910	12	That doctor.	Essa doutora	12	0	False	0.0
487	shift_jis	0xe8da64	17	I am a scientist.	Sou uma cientista	17	0	False	0.0
492	shift_jis	0xe8db74	34	even at sub-arctic temperatures...	mesmo em temperaturas sub-articas.	34	0	False	0.0
493	shift_jis	0xe8dba8	13	Nanomachines?	Nanomaquinas?	13	0	False	0.0
499	latin-1	0xe8dcd4	36	I also put some nootropics|in there.	Tbm coloquei alguns nootropicos|ali.	36	0	False	0.0
501	shift_jis	0xe8dd28	11	Nootropics.	Nootropicos	11	0	False	0.0
505	shift_jis	0xe8ddfc	11	benzedrine.	benzedrina.	11	0	False	0.0
539	shift_jis	0x1026894	22	That took a long time.	Isso levou muito tempo	22	0	False	0.0
548	shift_jis	0x103cb18	32	An anti-freezing peptide, Snake.	Um peptideo anticongelante Snake	32	0	False	0.0
557	shift_jis	0x10b82a4	7	Wow...,	Nossa..	7	0	False	0.0
573	shift_jis	0x10b865c	63	..I can't believe I'm being hit on by the famous Solid Snake...	..Nao acredito q estou sendo paquerada pelo famoso Solid Snake.	63	0	False	0.0
574	shift_jis	0x10b86ac	20	But I'm surprised...	Mas estou surpresa..	20	0	False	0.0
587	latin-1	0x117c340	78	First I want you to infiltrate the disposal|site and look for the DARPA Chief.	Primeiro quero que vc infiltre o local|de descarte e procure o Chefe da DARPA.	78	0	False	0.0
591	latin-1	0x117c454	63	Get whatever information you can|from him about the terrorists.	Obtenha qualquer informacao que puder|dele sobre os terroristas	63	0	False	0.0
595	shift_jis	0x11e6c84	54	Yes. It's all made from currently existing technology.	Sim. Eh tudo feito com tecnologia atualmente existente	54	0	False	0.0
598	shift_jis	0x11e6d74	43	...so contact us by Codec anytime you want.	..entao nos contate por Codec quando quiser	43	0	False	0.0
604	shift_jis	0x11e6ef0	23	My frequency is 140.96.	Minha frequencia 140.96	23	0	False	0.0
639	latin-1	0x145db3c	38	What about the air duct near|the door?	E quanto ao duto de ar perto|da porta?	38	0	False	0.0
651	shift_jis	0x1559a50	78	I quit being a drill instructor, so I moved out here for some peace and quiet.	Parei de ser instrutor de treinamento, entao me mudei pra ca por paz e sossego	78	0	False	0.0
658	shift_jis	0x1559cc8	23	My frequency is 141.80.	Minha frequencia 141.80	23	0	False	0.0
660	shift_jis	0x15df0b4	14	I hate Alaska.	Odeio o Alasca	14	0	False	0.0
663	shift_jis	0x15f508c	8	Not him.	Ele nao.	8	0	False	0.0
667	shift_jis	0x15fea50	21	A heart attack? No...	Ataque cardiaco?Nao..	21	0	False	0.0
670	shift_jis	0x15feafc	30	This op is security level Red.	Essa Op eh nivel seg. Vermelho	30	0	False	0.0
679	shift_jis	0x17838a8	7	Shoot!!	Atire!!	7	0	False	0.0
687	shift_jis	0x17b88fc	45	Naomi, I just had some kind of hallucination.	Naomi, acabei de ter algum tipo de alucinacao	45	0	False	0.0
697	shift_jis	0x186e8e8	28	I make them go where I want.	Faco elas irem onde eu quero	28	0	False	0.0
701	shift_jis	0x189e86c	10	All right!	Muito bem!	10	0	False	0.0
710	shift_jis	0x18cd074	11	But to you,	Mas pra vc,	11	0	False	0.0
717	shift_jis	0x18d8ba0	21	Some kind of poison!?	Algum tipo de veneno?	21	0	False	0.0
721	shift_jis	0x18d8cac	8	Damn...!	Droga..!	8	0	False	0.0
722	shift_jis	0x18d8cc8	45	Snake, I want you and Meryl to work together!	Snake, quero q vc e a Meryl trabalhem juntos!	45	0	False	0.0
723	shift_jis	0x18d8d08	17	Can I trust her!?	Ela eh confiavel?	17	0	False	0.0
725	shift_jis	0x18d8d78	24	Get in contact with her.	Entre em contato com ela	24	0	False	0.0
731	shift_jis	0x18d8f30	22	A member of FOX-HOUND?	Um membro da FOXHOUND?	22	0	False	0.0
747	shift_jis	0x1b35938	22	I don't need lectures.	Nao preciso de sermoes	22	0	False	0.0
751	shift_jis	0x1b359e4	17	What's your name?	Qual eh seu nome?	17	0	False	0.0
753	shift_jis	0x1b35a34	4	Aha!	Aha!	4	0	False	0.0
756	shift_jis	0x1b35a98	34	That's what some people called me.	Eh assim algumas pessoas me chamam	34	0	False	0.0
763	shift_jis	0x1b8a8cc	8	My eyes?	O olhar?	8	0	False	0.0
777	shift_jis	0x1ba73a0	17	I have no family.	Nao tenho familia	17	0	False	0.0
788	shift_jis	0x1c07560	70	Okay...you see, this place isn't really for disposing nuclear weapons.	Certo..sabe, este lugar nao eh realmente pra descartar armas nucleares	70	0	False	0.0
791	shift_jis	0x1c07638	41	Right. For the development of Metal Gear.	Certo. Pro desenvolvimento do Metal Gear.	41	0	False	0.0
794	shift_jis	0x1c07718	14	Why FOX-HOUND?	Pq a FOXHOUND?	14	0	False	0.0
796	shift_jis	0x1c07794	51	They figured they could help keep it all hush-hush.	Pensaram q poderiam ajudar a manter tudo em segredo	51	0	False	0.0
800	shift_jis	0x1c078d4	28	Hmmm...sounds kinda fishy...	Hmmm..parece meio suspeito..	28	0	False	0.0
801	shift_jis	0x1c07904	41	So what do you think the terrorists want?	Entao oq vc acha q os terroristas querem?	41	0	False	0.0
823	shift_jis	0x1d2d514	23	Yes. Is he still alive?	Sim. Ele ainda ta vivo?	23	0	False	0.0
826	shift_jis	0x1d2d5a8	30	Yeah, that's where his lab is.	Sim,onde fica laboratorio dele	30	0	False	0.0
829	shift_jis	0x1d2d678	49	Then we'd better do something before he finishes.	Entao eh melhor fazermos algo antes dele terminar	49	0	False	0.0
830	shift_jis	0x1d2d6bc	13	You're right.	Vc tem razao.	13	0	False	0.0
841	shift_jis	0x1d2d9a0	7	No way.	Nem vem	7	0	False	0.0
843	shift_jis	0x1d2da00	14	I'm not green.	Nao sou novata	14	0	False	0.0
857	shift_jis	0x1e435c0	82	Unfortunately, killing is one of those things that gets easier the more you do it.	Infelizmente, matar eh uma daquelas coisas que fica mais facil quanto mais vc faz.	82	0	False	0.0
859	shift_jis	0x1e43678	65	It's easy to forget what a sin is in the middle of a battlefield.	Eh facil esquecer o que eh pecado no meio de um campo de batalha.	65	0	False	0.0
873	shift_jis	0x20de2a8	15	Ha, I told you.	Ha, eu te disse	15	0	False	0.0
878	shift_jis	0x20de39c	53	Then we'll take care of the detonation code override.	Entao vamos cuidar da anulacao do codigo de detonacao	53	0	False	0.0
879	shift_jis	0x20de3e4	7	Got ya.	Entendi	7	0	False	0.0
899	shift_jis	0x218cb40	56	Don't get careless. That's when things always turn sour.	Nao seja descuidado. Eh quando as coisas sempre azedamm.	56	0	False	0.0
908	shift_jis	0x2208944	11	Deepthroat?	Deepthroat?	11	0	False	0.0
912	shift_jis	0x2208a00	15	Are you nearby?	Vc ta p/ perto?	15	0	False	0.0
913	shift_jis	0x2208a20	71	Listen. There's a tank in front of your position waiting to ambush you.	Escute. Ha um tanque na frente da sua posicao esperando pra emboscar vc	71	0	False	0.0
918	shift_jis	0x224612c	31	Also, the floor is electrified.	Alem disso chao ta eletrificado	31	0	False	0.0
920	shift_jis	0x2246194	43	It's the switchboard on the northwest wall.	Eh o quadro de comandos na parede noroeste.	43	0	False	0.0
924	shift_jis	0x22a3084	18	it's a ghost!!!...	eh um fantasma!!!.	18	0	False	0.0
925	shift_jis	0x22a30a8	7	Uuurgh!	Uuurgh!	7	0	False	0.0
930	shift_jis	0x22eb884	9	Pathetic!	Patetico!	9	0	False	0.0
937	latin-1	0x22fe948	40	Only a fool trusts his life to|a weapon.	Apenas um tolo confia sua vida|numa arma	40	0	False	0.0
944	shift_jis	0x235a868	11	More! More!	Mais! Mais!	11	0	False	0.0
950	shift_jis	0x2391868	22	Hurry up and catch me.	Se apresse e me pegue.	22	0	False	0.0
953	shift_jis	0x23b6354	32	Colonel, that Ninja is Gray Fox.	Cel., aquele Ninja eh o Gray Fox	32	0	False	0.0
965	shift_jis	0x23b65a8	10	Dr. Clark?	Dr. Clark?	10	0	False	0.0
967	shift_jis	0x23b6600	20	And where is he now?	E onde ele ta agora?	20	0	False	0.0
972	shift_jis	0x23b673c	22	And that was Gray Fox?	E esse era o Gray Fox?	22	0	False	0.0
973	shift_jis	0x23b6764	24	But he was already dead!	Mas ele ja estava morto!	24	0	False	0.0
975	shift_jis	0x23b67bc	77	They fitted him with a prototype exoskeleton and kept him drugged for 4 years	Equiparam ele com um exoesqueleto prototipo e o mantiveram drogado por 4 anos	77	0	False	0.0
984	shift_jis	0x268f1b4	41	The record says he died in the explosion.	O registro diz que ele morreu na explosao	41	0	False	0.0
991	shift_jis	0x268f35c	22	So you'll fight again?	Vcs vao lutar de novo?	22	0	False	0.0
999	shift_jis	0x27d9968	11	Very close.	Muito perto	11	0	False	0.0
1003	shift_jis	0x27d99f4	10	Wakkyakkya	Wakkyakkya	10	0	False	0.0
1016	latin-1	0x2860874	60	Snake, what are you doing.|Let's go to the Commander's Room.	Snake, o que vc esta fazendo.|Vamos pro Quarto do Comandante	60	0	False	0.0
1018	shift_jis	0x2878068	26	Snake, what are you doing?	Snake, oq vc esta fazendo?	26	0	False	0.0
1024	latin-1	0x28d5070	34	You're a careless man,|aren't you?	Vc eh um homem descuidado,|nao eh?	34	0	False	0.0
1032	shift_jis	0x293588c	30	You are a very methodical man.	Vc eh um homem muito metodico.	30	0	False	0.0
1034	latin-1	0x294f878	45	And yet you are rather|ineffective in battle.	E ainda assim vc eh meio|ineficaz na batalha.	45	0	False	0.0
1036	latin-1	0x296c874	41	It seems that you are careful|with traps.	Parece que vc eh cuidadoso|com armadilhas	41	0	False	0.0
1038	latin-1	0x297b0bc	36	well suited to this stealth|mission.	bem adequado pra esta missao|furtiva	36	0	False	0.0
1044	shift_jis	0x29bb0b0	41	Now I'll read more deeply into your soul.	Agora vou ler mais profundamente sua alma	41	0	False	0.0
1054	shift_jis	0x2a53870	34	I see that you enjoy Konami games.	Vejo que vc curte jogos da Konami.	34	0	False	0.0
1058	shift_jis	0x2a7a0b0	25	You are a prudent person.	Vc eh uma pessoa prudente	25	0	False	0.0
1065	latin-1	0x2ac88f0	39	I will show you my|psychokinetic power.	Vou te mostrar meu|poder psicocinetico.	39	0	False	0.0
1073	shift_jis	0x2b2886c	32	You like Castlevania, don't you?	Vc gosta de Castlevania, nao eh?	32	0	False	0.0
1078	shift_jis	0x2b5d874	6	Aaah!!	Aaah!!	6	0	False	0.0
1079	shift_jis	0x2b5d88c	13	Stop! Meryl!!	Pare! Meryl!!	13	0	False	0.0
1084	shift_jis	0x2b85070	8	Give up!	Desista!	8	0	False	0.0
1094	shift_jis	0x2b9db28	55	I don't want to see any woman die right in front of me.	Nao quero ver nenhuma mulher morrer bem na minha frente	55	0	False	0.0
1101	shift_jis	0x2cfc0b4	20	This place is mined.	Este lugar tem minas	20	0	False	0.0
1102	shift_jis	0x2cfc0dc	22	I'll take point again.	Vou na frente de novo.	22	0	False	0.0
1105	latin-1	0x2cfc158	50	And since we can't use|the mine detector either...	E ja que nao podemos usar|o detector de minas tbm.	50	0	False	0.0
1115	shift_jis	0x2d4d3f0	26	Damn!! Snake, it's a trap!	Droga! Snake uma armadilha	26	0	False	0.0
1116	shift_jis	0x2d4d41c	33	A sniper's trick to lure you out.	Um truque de sniper pra te atrair	33	0	False	0.0
1119	shift_jis	0x2d4d4e4	25	FOX-HOUND's best shooter.	Melhor sniper da FOXHOUND	25	0	False	0.0
1121	shift_jis	0x2d4d55c	11	I know her.	Conheco ela	11	0	False	0.0
1122	shift_jis	0x2d4d578	64	She can wait for hours, days or weeks. It doesn't matter to her.	Ela pode esperar por horas, dias ou semanas. Nao importa pra ela	64	0	False	0.0
1125	shift_jis	0x2d4d658	43	Snake, can you see Wolf from where you are?	Snake, consegue ver a Wolf de onde vc esta?	43	0	False	0.0
1134	shift_jis	0x2d4d8e4	20	What's wrong, Naomi?	Oq ha errado, Naomi?	20	0	False	0.0
1140	shift_jis	0x2d4daa0	15	Like an animal?	Como um animal?	15	0	False	0.0
1143	shift_jis	0x2d4db1c	45	And I'm not doing it for someone else either.	E nao estou fazendo isso por outra pessoa tbm	45	0	False	0.0
1145	shift_jis	0x2d4db90	21	Colonel, don't worry!	Cel. nao se preocupe!	21	0	False	0.0
1158	latin-1	0x311c9e4	42	The man who stole what|was rightly mine...	O homem q roubou oq|era legitimamente meu.	42	0	False	0.0
1160	shift_jis	0x31658a0	12	It's no use.	Nao adianta.	12	0	False	0.0
1165	shift_jis	0x3187898	25	These shackles are steel.	Essas algemas sao de aco.	25	0	False	0.0
1169	shift_jis	0x31a2140	8	And now,	E agora,	8	0	False	0.0
1180	shift_jis	0x32229b4	19	They won't give in.	Eles nao vao ceder.	19	0	False	0.0
1182	shift_jis	0x3222a14	31	Is that your opinion as a Kurd?	Essa eh sua opiniao como curdo?	31	0	False	0.0
1187	latin-1	0x32728c4	54	Press the O button repeatedly|to regain your strength.	Aperte o botao O repetidamente|pra recuperar sua forca	54	0	False	0.0
1218	shift_jis	0x3359870	15	You still okay?	Ainda esta bem?	15	0	False	0.0
1220	shift_jis	0x336686c	8	Give up.	Desista.	8	0	False	0.0
1229	shift_jis	0x33b785c	15	Ha ha ha ha ha!	Ha ha ha ha ha!	15	0	False	0.0
1230	shift_jis	0x33be868	17	Still hanging on?	Ainda aguentando?	17	0	False	0.0
1232	shift_jis	0x33d187c	20	You're a strong man.	Vc eh um homem forte	20	0	False	0.0
1235	shift_jis	0x33e2914	35	Your brother...he's an amazing man.	Seu irmao..ele eh um homem incrivel	35	0	False	0.0
1237	latin-1	0x33e2998	60	The 'Les enfants terribles' project|was not a total failure.	O projeto 'Les enfants terribles'|nao foi um fracasso total.	60	0	False	0.0
1258	latin-1	0x34a29b0	54	You and I can't continue to live|in a world like this.	Vc e eu nao podemos continuar vivendo|num mundo assim.	54	0	False	0.0
1263	latin-1	0x34a2ac0	40	So we're going to shake things|up a bit.	Entao vamos balancar as coisas|um pouco.	40	0	False	0.0
1269	shift_jis	0x34a2c08	24	He is an incredible man.	Ele eh um homem incrivel	24	0	False	0.0
1272	shift_jis	0x3522124	26	So you're human after all.	Entao vc eh humano afinal.	26	0	False	0.0
1278	shift_jis	0x3522260	10	my friend.	meu amigo.	10	0	False	0.0
1279	shift_jis	0x3566874	22	Snake. It's show time.	Snake. Eh hora do show	22	0	False	0.0
1287	latin-1	0x3582a70	37	I am not like one of those|KGB slugs.	Nao sou como um desses|lesmas da KGB.	37	0	False	0.0
1289	shift_jis	0x3582ad8	13	It's a sport.	Eh um esporte	13	0	False	0.0
1290	shift_jis	0x3582af8	35	You're all just a bunch of sadists.	Vcs sao apenas um bando de sadicos.	35	0	False	0.0
1298	shift_jis	0x35f4454	29	Can't tell the grunts, huh...	N pode dizer pros soldados ne	29	0	False	0.0
1311	shift_jis	0x35f4828	94	This has to do with the President's reputation and America's place as the dominant superpower.	Isso tem a ver com a reputacao do Presidente e o lugar da America como superpotencia dominante	94	0	False	0.0
1320	shift_jis	0x35f4aa8	33	Let them have Big Boss's remains.	Deixem eles terem restos Big Boss	33	0	False	0.0
1321	shift_jis	0x35f4adc	10	You see...	Veja bem..	10	0	False	0.0
1328	shift_jis	0x372ab60	12	I'm sorry...	Me desculpe.	12	0	False	0.0
1333	shift_jis	0x372ac78	9	Drained!?	Drenado!?	9	0	False	0.0
1334	shift_jis	0x372ac94	33	Maybe to slow down decomposition?	Talvez p/ retardar a decomposicao	33	0	False	0.0
1339	shift_jis	0x372ad78	27	What could it all be about?	Oq isso poderia significar?	27	0	False	0.0
1350	shift_jis	0x372b07c	28	Besides, I'm locked up here.	Alem disso, estou preso aqui	28	0	False	0.0
1353	shift_jis	0x372b130	69	I'm sorry to have to lay it all in your lap, but you're all I've got.	Sinto muito ter que jogar tudo no seu colo, mas vc eh tudo que tenho.	69	0	False	0.0
1357	shift_jis	0x381990c	13	Meryl, right?	Meryl, certo?	13	0	False	0.0
1370	shift_jis	0x38472e8	34	You knew it all along, didn't you.	Vc sabia desde o inicio, nao sabia	34	0	False	0.0
1377	shift_jis	0x38901c4	45	I guess you're not feeling too bad after all.	Acho q vc nao esta se sentindo tao mal afinal	45	0	False	0.0
1383	shift_jis	0x38baa04	16	A little better?	Um pouco melhor?	16	0	False	0.0
1386	shift_jis	0x3903b48	25	Naomi, please talk to me.	Naomi, por favor fale cmg	25	0	False	0.0
1400	shift_jis	0x3903d88	5	Dead.	Morto	5	0	False	0.0
1407	shift_jis	0x3903ec8	16	So...is it true?	Entao e verdade?	16	0	False	0.0
1416	shift_jis	0x3904078	48	That's the trauma that Mantis was talking about.	Esse eh o trauma do qual o Mantis estava falando	48	0	False	0.0
1421	shift_jis	0x3c4f1c8	38	...I didn't have a real family either.	..Eu tbm n tive uma familia de verdade	38	0	False	0.0
1431	shift_jis	0x3c4f414	11	Is that it?	Eh so isso?	11	0	False	0.0
1446	shift_jis	0x3ce9c74	14	That's insane.	Isso eh insano	14	0	False	0.0
1451	shift_jis	0x3ce9da8	18	You knew him well?	Vc o conhecia bem?	18	0	False	0.0
1453	shift_jis	0x3ce9e0c	28	Sort of an unwritten rule...	Tipo uma regra nao escrita..	28	0	False	0.0
1454	shift_jis	0x3ce9e3c	60	The next time I saw him on the battlefield, we were enemies.	Da proxima vez que o vi no campo de batalha, eramos inimigos	60	0	False	0.0
1458	shift_jis	0x3ce9f44	18	It's like a sport.	Eh como um esporte	18	0	False	0.0
1459	shift_jis	0x3ce9f68	20	Men and their games!	Homens e seus jogos!	20	0	False	0.0
1460	shift_jis	0x3ce9f90	25	You're like wild animals!	Vcs sao animais selvagens	25	0	False	0.0
1474	shift_jis	0x3de13dc	15	We're not sure.	N temos certeza	15	0	False	0.0
1484	shift_jis	0x3e88978	46	I'm not the right guy. I can't save the world.	Nao sou o cara certo. Nao posso salvar o mundo	46	0	False	0.0
1488	shift_jis	0x3e88a84	38	She was a soldier. She knew the risks.	Ela era uma soldado Conhecia os riscos	38	0	False	0.0
1491	shift_jis	0x3e88b48	31	You still have a mission to do.	Vc ainda tem q cumprir a missao	31	0	False	0.0
1494	shift_jis	0x3fb28d8	11	That witch!	Essa bruxa!	11	0	False	0.0
1496	shift_jis	0x3fcb884	16	ooooooooohhhh!!!	ooooooooohhhh!!!	16	0	False	0.0
1500	shift_jis	0x3fcb90c	10	Mmmmnnnn!!	Mmmmnnnn!!	10	0	False	0.0
1501	shift_jis	0x3fe8878	11	Mmmmnnnn!!!	Mmmmnnnn!!!	11	0	False	0.0
1508	shift_jis	0x4028068	5	Aaah!	Aaah!	5	0	False	0.0
1509	shift_jis	0x4028080	16	That's better...	Assim eh melhor.	16	0	False	0.0
1512	shift_jis	0x403f864	35	That's all I can do for you, Snake.	Eh tudo q posso fazer por vc, Snake	35	0	False	0.0
1514	shift_jis	0x40458a8	17	He's coming back.	Ele esta voltando	17	0	False	0.0
1521	shift_jis	0x4074068	7	Otacon?	Otacon?	7	0	False	0.0
1524	shift_jis	0x4080074	44	Snake, there's a bomb planted in your items!	Snake, ha uma bomba plantada nos seus itens!	44	0	False	0.0
1532	shift_jis	0x40aa914	18	Is he an informer?	Ele eh um delator?	18	0	False	0.0
1542	shift_jis	0x410c080	24	Snake...she's a soldier.	Snake ela eh uma soldado	24	0	False	0.0
1543	shift_jis	0x410c0ac	43	She knows that prisoners are a part of war.	Ela sabe q prisioneiros sao parte da guerra	43	0	False	0.0
1545	shift_jis	0x411dab0	35	I'm sure she was prepared for this.	Certamente ela tava pronta pra isso	35	0	False	0.0
1549	shift_jis	0x411dbcc	15	She said that!?	Ela disse isso?	15	0	False	0.0
1552	shift_jis	0x411dc6c	27	That's not like you, Snake.	Isso n eh tipico seu, Snake	27	0	False	0.0
1554	shift_jis	0x411dcbc	60	Sorry for eavesdropping, but I just couldn't listen anymore.	Desculpe por escutar escondido, mas nao aguentava mais ouvir	60	0	False	0.0
1557	shift_jis	0x411dd78	75	But you can't keep attacking yourself for things that happened in the past.	Mas vc nao pode continuar se atacando por coisas que aconteceram no passado	75	0	False	0.0
1569	shift_jis	0x4314cdc	19	Yes, she's special.	Sim ela eh especial	19	0	False	0.0
1573	shift_jis	0x4314db0	21	Is that all? C'mon...	Eh so isso? Qual eh..	21	0	False	0.0
1584	shift_jis	0x431501c	35	Oh...sometime in the 50's, I guess.	Algum tempo atras nos anos 50, acho	35	0	False	0.0
1592	shift_jis	0x43151f0	23	Watch your back, Snake.	Cuide das costas, Snake	23	0	False	0.0
1594	shift_jis	0x44090bc	19	She knew the risks.	Ela sabia os riscos	19	0	False	0.0
1598	shift_jis	0x444e870	19	Don't make me wait.	Nao me faca esperar	19	0	False	0.0
1603	shift_jis	0x446ea08	13	You fixed it?	Vc consertou?	13	0	False	0.0
1609	shift_jis	0x446eb24	37	Helicopter? That's incredible, Snake!	Helicoptero? Isso eh incrivel, Snake!	37	0	False	0.0
1611	shift_jis	0x446eb94	61	This is the way to get to where Metal Gear's is being stored?	Esse eh o caminho pra chegar onde o Metal Gear esta guardado?	61	0	False	0.0
1616	shift_jis	0x446ed00	58	And stay outta my way. Don't try to be a hero or anything.	E fique longe do meu caminho. Nao tente ser heroi nem nada	58	0	False	0.0
1627	shift_jis	0x45003dc	28	The four suits were missing.	Os 4 trajes estavam faltando	28	0	False	0.0
1633	shift_jis	0x450056c	61	The warning went off and I know I couldn't be over the limit.	O alerta disparou e sei que nao poderia estar acima do limite	61	0	False	0.0
1639	shift_jis	0x45006b8	65	The guys who stole my stealth prototypes are in there with you!!!	Os caras que roubaram meus prototipos furtivos estao ai com vc!!!	65	0	False	0.0
1647	shift_jis	0x4705584	5	Wolf?	Wolf?	5	0	False	0.0
1650	shift_jis	0x47055e0	23	...It's definitely her!	Eh definitivamente ela!	23	0	False	0.0
1660	shift_jis	0x47057c4	13	I told you...	Eu te disse..	13	0	False	0.0
1661	shift_jis	0x47057e4	41	I'd never quit the hunt. Now you're mine.	Nunca desistiria da caca. Agora vc eh meu	41	0	False	0.0
1662	shift_jis	0x4705820	20	Wolf! No, you can't!	Wolf! Nao vc n pode!	20	0	False	0.0
1666	shift_jis	0x47058e0	37	Women naturally make better soldiers.	Mulheres sao soldados melhores sabia?	37	0	False	0.0
1667	shift_jis	0x4705918	21	Wolf! Don't do this!!	Wolf! Nao faca isso!!	21	0	False	0.0
1669	shift_jis	0x4705964	28	Can't you sense me near you?	Consegue sentir?Perto de vc?	28	0	False	0.0
1671	shift_jis	0x47059f8	50	Well I'm going to send you a love letter, my dear.	Bem, vou te mandar uma carta de amor, meu querido.	50	0	False	0.0
1679	shift_jis	0x4ada064	18	Ha ha ha ha ha ha!	Ha ha ha ha ha ha!	18	0	False	0.0
1694	shift_jis	0x4bee878	67	Snake. Just to make sure, let's review how to use the Codec system.	Snake. So pra ter certeza, vamos revisar como usar o sistema Codec.	67	0	False	0.0
1698	shift_jis	0x4bfbb0c	110	The Codec also automatically stores the frequencies of the people you've spoken to. To open the Memory Window,	O Codec tbm armazena automaticamente as frequencias das pessoas com quem falou. Pra abrir a Janela de Memoria,	110	0	False	0.0
1702	shift_jis	0x4c7f890	114	The O2 Gauge is automatically displayed whenever you're underwater or surrounded by gas. It represents one breath.	O Medidor O2 eh automaticamente exibido quando estiver debaixo d'agua ou cercado por gas. Representa uma respirada	114	0	False	0.0
1709	shift_jis	0x4d038d0	139	Snake, when you're up against certain walls or obstacles, you can look behind you while you're still hidden. We call that Corner View Mode.	Snake, quando estiver contra certas paredes ou obstaculos, pode olhar atras enquanto ainda esta escondido. Chamamos de Modo Visao de Canto.	139	0	False	0.0
1734	shift_jis	0x4e9f0a0	46	Snake, you have to crawl to get through there.	Snake, vc tem que rastejar pra passar por ali.	46	0	False	0.0
1738	shift_jis	0x4ed3084	88	Snake, don't run over puddles. The splashing sound might alert your enemies. Be careful.	Snake, nao corra sobre pocas. O barulho de respingo pode alertar seus inimigos. Cuidado.	88	0	False	0.0
1745	shift_jis	0x4f38084	106	First you've got to rescue the DARPA Chief. Infiltrate the building in front. Look for some way to get in.	Primeiro vc tem que resgatar o Chefe da DARPA. Infiltre o predio da frente. Procure algum jeito de entrar.	106	0	False	0.0
1761	shift_jis	0x505088c	134	Even though the Genome Soldiers are strengthened by gene therapy, they still need to sleep. You can move safely while they're napping.	Mesmo que os Soldados Genom sejam fortalecidos por terapia genica, ainda precisam dormir. Pode se mover em seguranca enquanto cochilam	134	0	False	0.0
1762	shift_jis	0x506789c	124	The Genome Soldiers were specially trained so they can enter into a light sleep any time and still remain in attack posture.	Os Soldados Genom foram especialmente treinados pra entrar em sono leve a qualquer momento e ainda manter postura de ataque.	124	0	False	0.0
1773	shift_jis	0x5139070	24	Her frequency is 141.52.	A frequencia dela 141.52	24	0	False	0.0
1778	shift_jis	0x5191098	129	Use the elevator to change floors. To select the floor you want to go to, use the control panel inside the elevator, on the left.	Use o elevador pra trocar de andares. Pra selecionar o andar que quer ir, use o painel de controle dentro do elevador, a esquerda	129	0	False	0.0
1800	shift_jis	0x52e0298	126	Yeah, they'll use Metal Gear to do it... Colonel, did you know they were conducting a military exercise here using Metal Gear?	Sim, vao usar o Metal Gear pra fazer isso.. Coronel, vc sabia que estavam conduzindo exercicio militar aqui usando Metal Gear?	126	0	False	0.0
1809	shift_jis	0x536b128	52	Try to find the walls that have a different pattern.	Tente encontrar as paredes que tem padrao diferente.	52	0	False	0.0
1811	shift_jis	0x5390090	114	You'll need some kind of explosive to destroy the wall...like C4 or something. Take a good look around the armory.	Vc precisara de algum tipo de explosivo pra destruir a parede..como C4 ou algo assim. De uma boa olhada no arsenal	114	0	False	0.0
1812	shift_jis	0x53a7880	91	Those C4 explosives you've got should be able to destroy the walls that were cemented over.	Esses explosivos C4 que vc tem deveriam conseguir destruir as paredes que foram cimentadas.	91	0	False	0.0
1828	shift_jis	0x54b00d4	105	In a gunfight, reloading is usually the most dangerous time. But he loves it. Use that to your advantage.	Num tiroteio, recarregar eh geralmente o momento mais perigoso. Mas ele adora isso. Use isso a seu favor.	105	0	False	0.0
1860	shift_jis	0x568607c	85	Hmm. It looks like the infrared sensors that were set up here have been switched off.	Hmm. Parece que os sensores infravermelhos que foram instalados aqui foram desligados	85	0	False	0.0
