offset	texto	tamanho_bytes	encoding	texto_traduzido
0x55c82	An assassination weapon?	24	shift_jis	Uma arma de assassinato?
0x55c9e	Fl"愨	5	shift_jis	Fl"愨
0x55ca5	Snake, have you ever heard of#Nsomething called "FoxDie"?	61	latin-1	Snake, já ouviu falar de#Nalgo chamado "FoxDie"?
0x55d06	FoxDie?	8	shift_jis	FoxDie?
0x55d18	...Liquid and the others were#Ntalking about it...	53	latin-1	...Liquid e os outros estavam#Nfalando sobre isso...
0x55d51	Gl"愨	5	shift_jis	Gl"愨
0x55d58	Yeah. It's some kind of virus that#Ntargets specific people.	62	latin-1	Sim. É algum tipo de vírus que#Nmira pessoas específicas.
0x55da1	I don't know all the details, but...	36	shift_jis	Não sei todos os detalhes, mas...
0x55dd0	What are you trying to say?	27	shift_jis	O que está tentando dizer?
0x55df6	It's too similar.	17	shift_jis	É muito similar.
0x55e11	What is!?	10	shift_jis	O que é!?
0x55e1f	nl"愨	5	shift_jis	nl"愨
0x55e26	The cause of death. Didn't the#NArmsTech president and the DARPA#NChief, I mean Decoy Octopus,...	101	latin-1	A causa da morte. O presidente#Nda ArmsTech e o Chefe da DARPA,#Nquer dizer Decoy Octopus,...
0x55e96	...die of something that looked like a#Nheart attack?	55	latin-1	...não morreram de algo que parecia#Num ataque cardíaco?
0x55ed8	Yeah...?	8	shift_jis	Sim...?
0x55eeb	Well, apparently FoxDie kills its#Nvictims by simulating a heart attack.	74	latin-1	Bem, aparentemente o FoxDie mata suas#Nvítimas simulando um ataque cardíaco.
0x55f55	...No...You're telling me that Naomi was#Nbehind it?	54	latin-1	...Não...Está me dizendo que a Naomi estava#Npor trás disso?
0x55f8f	Nl"愨	5	shift_jis	Nl"愨
0x55f96	Snake, try to remember. Did Naomi#Ngive you some kind of injection?	69	latin-1	Snake, tente se lembrar. A Naomi#Nte deu algum tipo de injeção?
0x55fe5	...The nanomachines.	21	shift_jis	...As nanomáquinas.
0x55ffe	bl"愨	5	shift_jis	bl"愨
0x56005	She was in the best position to have#Ndone it, but I don't know what her#Nmotive was.	89	latin-1	Ela estava na melhor posição para ter#Nfeito isso, mas não sei qual era#Nseu motivo.
0x56069	...Does the Colonel know?	25	shift_jis	...O Coronel sabe?
0x5608d	I'm not sure. But he still hasn't#Nquestioned her.	52	latin-1	Não tenho certeza. Mas ele ainda não#Na interrogou.
0x560cc	Okay. I'll ask him myself.	26	shift_jis	Ok. Vou perguntar a ele mesmo.
0x560fd	Colonel, what's new with the Naomi#Nsituation?	48	latin-1	Coronel, o que há de novo com a situação#Nda Naomi?
0x5615f	I just placed Naomi under arrest.	34	shift_jis	Acabei de colocar a Naomi sob prisão.
0x56195	Arrest?	8	shift_jis	Prisão?
0x561a8	She was sending coded messages#Ntowards the Alaskan base.	59	latin-1	Ela estava enviando mensagens codificadas#Npara a base do Alasca.
0x561ee	I didn't want to believe it, but she#Nmust be working with the terrorists.	76	latin-1	Não queria acreditar, mas ela#Ndeve estar trabalhando com os terroristas.
0x5625c	I'm afraid so. She's being interrogated#Nnow.	48	latin-1	Receio que sim. Ela está sendo interrogada#Nagora.
0x56297	What kind of interrogation?	27	shift_jis	Que tipo de interrogatório?
0x562bd	Well...I'd like to avoid the rough stuff,#Nbut we don't even have any sodium#Npentathol here.	97	latin-1	Bem...gostaria de evitar métodos violentos,#Nmas nem temos pentotal sódico#Naqui.
0x56329	Call me if you find out anything.	33	shift_jis	Me ligue se descobrir algo.
0x56368	So it's true, isn't it?	24	shift_jis	Então é verdade, não é?
0x5638b	Naomi...I can't believe it.	27	shift_jis	Naomi...não posso acreditar.
0x563b1	That means the FoxDie vaccine must#Nbe around somewhere.	58	latin-1	Isso significa que a vacina do FoxDie deve#Nestar em algum lugar.
0x563ef	:!ﾊｮ#	5	shift_jis	:!ﾊｮ#
0x563f6	Listen. I've got bigger things to worry#Nabout.	49	latin-1	Escute. Tenho coisas maiores com que#Nme preocupar.
0x56432	But Snake...you might be infected too,#Nyou know.	51	latin-1	Mas Snake...você pode estar infectado também,#Nsabe.
0x56470	All I can do is leave it up to#Nthe Colonel.	46	latin-1	Tudo que posso fazer é deixar com#No Coronel.
0x564df	Snake, can you hear me?	23	shift_jis	Snake, consegue me ouvir?
0x56501	It's Naomi...	13	shift_jis	É a Naomi...
0x56522	Naomi!?	8	shift_jis	Naomi!?
0x56535	...what the hell!?	18	shift_jis	...que diabos!?
0x5654b	Ru!ó	5	latin-1	Ru!ó
0x56552	Campbell and the others are busy#Nright now...I'm on a different Codec.	73	latin-1	Campbell e os outros estão ocupados#Nagora...estou num Codec diferente.
0x565a6	Naomi, is what the Colonel says true?	37	shift_jis	Naomi, é verdade o que o Coronel diz?
0x565d6	...Yes.	7	shift_jis	...Sim.
0x565e7	But not everything I said was a lie.	37	shift_jis	Mas nem tudo que disse foi mentira.
0x56637	I don't know myself.	21	shift_jis	Não me conheço.
0x56657	I don't know my real name or even#Nwhat my parents looked like.	65	latin-1	Não sei meu nome verdadeiro nem mesmo#Ncomo meus pais pareciam.
0x566a6	(u!ó	5	latin-1	(u!ó
0x566ac	I bought all my identification.	32	shift_jis	Comprei toda minha identificação.
0x566d0	=盃ｱv	5	shift_jis	=盃ｱv
0x566d6	But my reason for getting into#Ngenetics was true.	53	latin-1	Mas minha razão para entrar na#Ngenética era verdadeira.
0x56716	Cause you want to know yourself,#Nright?	42	latin-1	Porque quer se conhecer,#Ncerto?
0x5674a	That's right. I want to know where I#Ncame from...m, my age, my race...#N...anything.	90	latin-1	Exato. Quero saber de onde vim...#Nminha idade, minha raça...#N...qualquer coisa.
0x567af	Naomi...	8	shift_jis	Naomi...
0x567c1	I was found in Rhodesia sometime in#Nthe 80's...	51	latin-1	Fui encontrada na Rodésia em algum momento#Nnos anos 80...
0x56808	...a dirty little orphan...	28	shift_jis	...uma pequena órfã suja...
0x56843	Rhodesia? What's now known as#NZimbabwe?	42	latin-1	Rodésia? O que agora é conhecido como#NZimbábue?
0x56878	Yes. Rhodesia was owned by England#Nuntil 1965 and there were lots of#NIndian laborers around.	98	latin-1	Sim. A Rodésia pertencia à Inglaterra#Naté 1965 e havia muitos#Ntrabalhadores indianos por lá.
0x56902	That's probably where I got my skin#Ncolor from, but I'm not even sure#Nabout that...	90	latin-1	É provavelmente de onde veio minha cor#Nde pele, mas nem tenho certeza#Ndisso...
0x56967	Naomi, you're too worried about#Nthe past.	44	latin-1	Naomi, você se preocupa demais com#No passado.
0x5699e	Isn't it enough to understand who you#Nare now?	49	latin-1	Não é suficiente entender quem você#Né agora?
0x569e3	Understand who I am now!?	26	shift_jis	Entender quem sou agora!?
0x56a07	Why should I?#NNo one else tries to understand me.	53	latin-1	Por que deveria?#NNinguém mais tenta me entender.
0x56a47	I was alone for so long...	26	shift_jis	Fiquei sozinha por tanto tempo...
0x56a6f	3盃ｱv	5	shift_jis	3盃ｱv
0x56a75	...until I met my big brother and "him."	43	latin-1	...até conhecer meu irmão mais velho e "ele."
0x56aab	Your big brother?	17	shift_jis	Seu irmão mais velho?
0x56b0e	P盃ｱv	5	shift_jis	P盃ｱv
0x56b14	He was a young soldier, when he#Npicked me up near the Zambezi River.	72	latin-1	Ele era um jovem soldado, quando me#Nencontrou perto do Rio Zambezi.
0x56b60	O盃ｱv	5	shift_jis	O盃ｱv
0x56b67	I was half-dead from starvation and #Nhe shared his rations with me.	70	latin-1	Estava meio morta de fome e #Nele compartilhou suas rações comigo.
0x56bc1	Yes. Frank Jaeger, the man who you#Ndestroyed, was my brother and my#Nonly family.	87	latin-1	Sim. Frank Jaeger, o homem que você#Ndestruiu, era meu irmão e minha#Núnica família.
0x56c32	Gray Fox?	10	shift_jis	Gray Fox?
0x56c47	We survived that hell together,#NFrank and I.	47	latin-1	Sobrevivemos àquele inferno juntos,#NFrank e eu.
0x56c81	He protected me.	16	shift_jis	Ele me protegia.
0x56c95	"盃ｱv	5	shift_jis	"盃ｱv
0x56c9b	He's my one connection...	26	shift_jis	Ele é minha única conexão...
0x56cb9	:盃ｱv	5	shift_jis	:盃ｱv
0x56cc0	...the only connection that I have to my#Npast.	49	latin-1	...a única conexão que tenho com meu#Npassado.
0x56cfb	And he brought you back to America?	36	shift_jis	E ele te trouxe de volta para a América?
0x56d38	I was in Mozambique when "he" came.	37	latin-1	Eu estava em Moçambique quando "ele" veio.
0x56d67	Who is "he"?	15	latin-1	Quem é "ele"?
0x56d81	...You mean Big Boss?	21	shift_jis	...Quer dizer Big Boss?
0x56db0	He brought us to this "land of#Nfreedom",  this America.	60	latin-1	Ele nos trouxe para esta "terra da#Nliberdade", esta América.
0x56df6	But then he and my brother went#Nback to Africa to continue the war.	71	latin-1	Mas então ele e meu irmão voltaram#Npara a África para continuar a guerra.
0x56e51	And that's when it happened...	31	shift_jis	E foi quando aconteceu...
0x56e84	You killed my benefactor and sent#Nmy brother home a cripple.	64	latin-1	Você matou meu benfeitor e mandou#Nmeu irmão para casa aleijado.
0x56ece	I vowed revenge and joined#NFOX-HOUND.	41	latin-1	Jurei vingança e me juntei#Nà FOX-HOUND.
0x56f01	I knew it was my best chance to meet#Nyou and I prayed for the day that#NI would...	88	latin-1	Sabia que era minha melhor chance de#Nte conhecer e rezei pelo dia em que#Neu conseguiria...
0x56f5d	'!Ê÷;	5	latin-1	'!Ê÷;
0x56f63	So were your prayers answered?	31	shift_jis	Então suas preces foram atendidas?
0x56fa2	Yes. I waited two long years...	32	shift_jis	Sim. Esperei dois longos anos...
0x56fd7	To kill me?	11	shift_jis	Para me matar?
0x56fed	Is that all you cared about?	28	shift_jis	Era só isso que importava para você?
0x57013	Yes. That's right.	19	shift_jis	Sim. Exato.
0x5704e	Two years.	11	shift_jis	Dois anos.
0x57064	You were all I thought about for two#Nlong years...like some kind of twisted#Nobsession...	94	latin-1	Você era tudo em que pensava por dois#Nlongos anos...como algum tipo de obsessão#Ndoentia...
0x570cd	Do you still hate me?	21	shift_jis	Ainda me odeia?
0x570f7	...Not exactly.	15	shift_jis	...Não exatamente.
0x57111	I was partly wrong about you...	31	shift_jis	Estava parcialmente errada sobre você...
0x5713b	What about Liquid and the others?	33	shift_jis	E quanto ao Liquid e os outros?
0x5716a	1u!ó	5	latin-1	1u!ó
0x57170	No.#NI'll have my revenge on them too.	41	latin-1	Não.#NTerei minha vingança neles também.
0x571a4	Naomi...you didn't kill that doctor too,#Ndid you?	52	latin-1	Naomi...você não matou aquele doutor também,#Nmatou?
0x571e3	The one that used Gray Fox for his#Ngenome experiments...	59	latin-1	Aquele que usou o Gray Fox para seus#Nexperimentos genômicos...
0x57248	...No...that was my brother.	28	shift_jis	...Não...foi meu irmão.
0x5726f	Afterwards I covered it up and helped#Nhim hide out...	56	latin-1	Depois encobri e ajudei#Nele a se esconder...
0x572be	So that Ninja...I mean Gray Fox...	34	shift_jis	Então aquele Ninja...quer dizer Gray Fox...
0x572eb	...he's come here to kill me?	29	shift_jis	...ele veio aqui para me matar?
0x57313	...I don't think so.	20	shift_jis	...Não acho.
0x5732b	2盃ｱv	5	shift_jis	2盃ｱv
0x57331	I think he just came here to fight you...	42	shift_jis	Acho que ele só veio aqui para lutar com você...
0x57366	I wasn't sure before, but now I think#NI understand.	54	latin-1	Não tinha certeza antes, mas agora acho#Nque entendo.
0x573a0	#u!ó	5	latin-1	#u!ó
0x573a6	A final battle with you...	27	shift_jis	Uma batalha final com você...
0x573d5	...that's all he lives for. I'm sure of it...	46	shift_jis	...é só para isso que ele vive. Tenho certeza...
0x5740d	...Fox...no...	15	shift_jis	...Fox...não...
0x57444	Naomi, tell me something...	28	shift_jis	Naomi, me conte algo...
0x5746a	...about FoxDie?	17	shift_jis	...sobre o FoxDie?
0x5749b	FoxDie is a type of retrovirus that#Ntargets and kills only specific people.	79	latin-1	FoxDie é um tipo de retrovírus que#Nmira e mata apenas pessoas específicas.
0x574f5	First, it infects the macrophages in the#Nvictim's body.	58	latin-1	Primeiro, infecta os macrófagos no#Ncorpo da vítima.
0x5753a	FoxDie contains "smart" enzymes,#Ncreated through protein engineering.	74	latin-1	FoxDie contém enzimas "inteligentes",#Ncriadas através de engenharia de proteínas.
0x5758f	They're programmed to respond to#Nspecific genetic patterns in the cells.	75	latin-1	São programadas para responder a#Npadrões genéticos específicos nas células.
0x575e5	Those enzymes recognize the target's#NDNA?	44	latin-1	Essas enzimas reconhecem o DNA#Ndo alvo?
0x5761c	Right. They respond by becoming #Nactive, and using the macrophages,#Nthey begin creating TNF epsilon.	106	latin-1	Certo. Respondem se tornando #Nativas, e usando os macrófagos,#Ncomeçam a criar TNF epsilon.
0x576a0	It's a type of cytokine, a peptide#Nwhich causes cells to die.	64	latin-1	É um tipo de citocina, um peptídeo#Nque causa morte celular.
0x576eb	The TNF epsilon is carried along the#Nbloodstream to the heart, where they#Nattach to the TNF receptors in the#Nheart cells.	130	latin-1	O TNF epsilon é carregado pela#Ncorrente sanguínea até o coração, onde se#Nfixa aos receptores TNF nas#Ncélulas cardíacas.
0x57778	And then...they cause a heart attack?	37	shift_jis	E então...causam um ataque cardíaco?
0x577a8	The heart cells suffer a shock and#Nundergo an extreme apoptosis.#NThen...	78	latin-1	As células cardíacas sofrem um choque e#Npassam por uma apoptose extrema.#NAí...
0x57814	...the victim dies.	20	shift_jis	...a vítima morre.
0x57833	Apoptosis...you mean the heart cells#Ncommit suicide...	57	latin-1	Apoptose...quer dizer que as células cardíacas#Ncometem suicídio...
0x57883	...Naomi...	11	shift_jis	...Naomi...
0x57898	...What?	9	shift_jis	...O quê?
0x578ac	...You must have programmed#Nthat thing to kill me too, right?	64	latin-1	...Você deve ter programado#Naquela coisa para me matar também, certo?
0x5792a	Do I still have time?	21	shift_jis	Ainda tenho tempo?
0x5795f	Naomi, I don't blame you for wanting#Nme dead.	48	latin-1	Naomi, não te culpo por querer#Nque eu morra.
0x5799a	But I can't go yet. #NI still have a job to do.	49	latin-1	Mas não posso ir ainda. #NAinda tenho um trabalho a fazer.
0x579d5	Listen, Snake.	15	shift_jis	Escute, Snake.
0x579ef	...I'm not the one who made#Nthe decision to use FoxDie.	58	latin-1	...Não fui eu quem tomou#Na decisão de usar o FoxDie.
0x57a43	You weren't?	12	shift_jis	Não foi?
0x57a8f	You were injected with FoxDie as#Na part of this operation.	62	latin-1	Você foi injetado com FoxDie como#Nparte desta operação.
0x57ad1	.盃ｱv	5	shift_jis	.盃ｱv
0x57ad7	I just wanted to let you know that...	38	shift_jis	Só queria te avisar sobre isso...
0x57b11	...No, that's not the whole truth...	37	shift_jis	...Não, essa não é toda a verdade...
0x57b49	;盃ｱv	5	shift_jis	;盃ｱv
0x57b4f	The real thing that I wanted to tell you#Nwas...	51	latin-1	A coisa real que queria te dizer#Nera...
0x57b8d	Snake, I...I...	15	shift_jis	Snake, eu...eu...
0x57bbb	Hey! What are you doing!?	25	shift_jis	Ei! O que está fazendo!?
0x57bdf	Eeeek!!	7	shift_jis	Eeeek!!
0x57bf1	Ooooh....	9	shift_jis	Ooooh....
0x57c05	Snake.....	10	shift_jis	Snake.....
0x57c2b	...Snake, I can't allow Naomi to make#Nany more unauthorized transmissions.	78	latin-1	...Snake, não posso permitir que a Naomi faça#Nmais transmissões não autorizadas.
0x57c94	Naomi's been removed from this#Noperation.	44	latin-1	Naomi foi removida desta#Noperação.
0x57cc4	!!ﾊ"r	5	shift_jis	!!ﾊ"r
0x57ccb	What happened to Naomi!?	24	shift_jis	O que aconteceu com a Naomi!?
0x57ce7	Y!ﾊ"r	5	shift_jis	Y!ﾊ"r
0x57cee	What did she mean when she said#Nthat FoxDie was a part of this#Noperation!?	80	latin-1	O que ela quis dizer quando disse#Nque FoxDie era parte desta#Noperação!?
0x57d49	Colonel, let me talk to her!	28	shift_jis	Coronel, deixe-me falar com ela!
0x57d70	I won't. She's under arrest.	28	shift_jis	Não. Ela está presa.
0x57da5	"!ﾊ"r	5	shift_jis	"!ﾊ"r
0x57dab	...you double crossed me!	26	shift_jis	...você me traiu!
0x57dd0	Snake, there's no time for that!	32	shift_jis	Snake, não há tempo para isso!
0x57dfb	Right now your job is to stop#NMetal Gear!	44	latin-1	Agora seu trabalho é parar#No Metal Gear!
0x57e32	...Okay, Snake!?	16	shift_jis	...Ok, Snake!?
0x57ea1	Thank you, Snake.	18	shift_jis	Obrigado, Snake.
0x57eb7	1l"ｭ	5	shift_jis	1l"ｭ
0x57ebe	Now the detonation code is#Ncompleted.	40	latin-1	Agora o código de detonação está#Ncompleto.
0x57ef0	Nothing can stop Metal Gear now.	33	shift_jis	Nada pode parar o Metal Gear agora.
0x57f1b	Master, what's going on?	25	shift_jis	Mestre, o que está acontecendo?
0x57f38	ol"愨	5	shift_jis	ol"愨
0x57f3f	You found the key and even activated#Nthe warhead for us too. I really must#Nexpress my gratitude.	102	latin-1	Você encontrou a chave e até ativou#Na ogiva para nós também. Realmente devo#Nexpresar minha gratidão.
0x57fb9	Sorry to have involved you in that silly#Nshape memory alloy business.	73	latin-1	Desculpe por tê-lo envolvido naquele negócio#Ntolo de liga com memória de forma.
0x58033	We weren't able to learn the DARPA#NChief's code.	51	latin-1	Não conseguimos descobrir o código#Ndo Chefe da DARPA.
0x58071	Even with Mantis' psychic powers, #Nhe couldn't read his mind.	64	latin-1	Mesmo com os poderes psíquicos do Mantis, #Nele não conseguiu ler sua mente.
0x580bc	Then Ocelot accidentally killed him#Nduring the interrogation.	64	latin-1	Então o Ocelot o matou acidentalmente#Ndurante o interrogatório.
0x58107	In other words, we weren't able to #Nlaunch the nuclear device and we#Nwere all getting a little worried.	109	latin-1	Em outras palavras, não conseguimos #Nlançar o dispositivo nuclear e estávamos#Ntodos ficando um pouco preocupados.
0x5817f	Without the threat of a nuclear strike,#Nour demands would never be met.	74	latin-1	Sem a ameaça de um ataque nuclear,#Nnossas demandas nunca seriam atendidas.
0x581d4	What do you mean?	17	shift_jis	O que quer dizer?
0x581f0	Without the detonation codes, #Nwe had to find some other way.	64	latin-1	Sem os códigos de detonação, #Ntínhamos que encontrar outra forma.
0x58234	Cl"ｭ	5	shift_jis	Cl"ｭ
0x5823a	That's when we decided...you might#Nprove useful, Snake.	59	latin-1	Foi quando decidimos...você poderia#Nser útil, Snake.
0x5828f	First I thought we might get the#Ninformation from you, Snake.	65	latin-1	Primeiro pensei que poderíamos obter a#Ninformação de você, Snake.
0x582db	So I had Decoy Octopus disguise#Nhimself as the DARPA Chief.	62	latin-1	Então fiz o Decoy Octopus se disfarçar#Ncomo o Chefe da DARPA.
0x58327	Tl"愨	5	shift_jis	Tl"愨
0x5832e	Unfortunately Octopus didn't survive#Nthe encounter. ...thanks to FoxDie.	75	latin-1	Infelizmente o Octopus não sobreviveu#Nao encontro. ...graças ao FoxDie.
0x58390	You mean you had this planned from#Nthe beginning?	52	latin-1	Quer dizer que planejaram isso desde#No início?
0x583c8	9!ﾊ"r	5	shift_jis	9!ﾊ"r
0x583ce	Just to get me to input the detonation#Ncode!?	49	latin-1	Só para me fazer inserir o código#Nde detonação!?
0x58403	Ll"ｭ	5	shift_jis	Ll"ｭ
0x58409	Huh? You didn't think you made it this#Nfar by yourself, did you?	68	latin-1	Hã? Não pensou que chegou tão longe#Nsozinho, pensou?
0x58458	Who the hell are you!?	22	shift_jis	Quem diabos é você!?
0x58472	>l"ｭ	5	shift_jis	>l"ｭ
0x58479	In any case, the launch preparations#Nare complete.	53	latin-1	De qualquer forma, os preparativos de lançamento#Nestão completos.
0x584b2	=l"ｭ	5	shift_jis	=l"ｭ
0x584b9	Once the world glimpses the power of#Nthis weapon,	52	latin-1	Uma vez que o mundo vislumbre o poder#Ndesta arma,
0x584f1	]l"ｭ	5	shift_jis	]l"ｭ
0x584f8	the White House will have no choice#Nbut to surrender the FoxDie vaccine#Nto me.	84	latin-1	a Casa Branca não terá escolha#Na não ser entregar a vacina do FoxDie#Npara mim.
0x58550	0l"ｭ	5	shift_jis	0l"ｭ
0x58557	Their ace-in-the-hole is useless now...	39	shift_jis	Seu trunfo não serve mais...
0x58588	Ace-in-the-hole?	17	shift_jis	Trunfo?
0x5859d	Dl"ｭ	5	shift_jis	Dl"ｭ
0x585a4	The Pentagon's plan to use you was#Nalready successful...	59	latin-1	O plano do Pentágono de usar você já foi#Nbem-sucedido...
0x585ea	...in the torture room.	23	shift_jis	...na sala de tortura.
0x58605	l"j!	5	shift_jis	l"j!
0x58687	8l"ｭ	5	shift_jis	8l"ｭ
0x5868d	Snake, you're the only one who#Ndoesn't know.	48	latin-1	Snake, você é o único que#Nnão sabe.
0x586c8	Poor fool.	10	shift_jis	Pobre tolo.
0x586dc	Who are you anyway!?	21	shift_jis	Quem você é afinal!?
0x586f5	6l"ｭ	5	shift_jis	6l"ｭ
0x586fc	I'll tell you everything you want to#Nknow.	45	latin-1	Te contarei tudo que quer#Nsaber.
0x5872d	,l"ｭ	5	shift_jis	,l"ｭ
0x58734	If you come to where I am, that is.	35	shift_jis	Se vier onde estou, claro.
0x58761	Where are you?	15	shift_jis	Onde você está?
0x5877b	Very close by.	14	shift_jis	Muito perto.
0x587a1	)e^V	5	latin-1	)e^V
0x587a7	Snake, that's not Master Miller!	33	shift_jis	Snake, esse não é o Master Miller!
0x587e0	#l"ｭ	5	shift_jis	#l"ｭ
0x587e6	Campbell, you're too late.	27	shift_jis	Campbell, você está atrasado.
0x58819	Ae^V	5	latin-1	Ae^V
0x58820	Master Miller's body was just#Ndiscovered at his home.	56	latin-1	O corpo do Master Miller foi#Ndescoberto em sua casa.
0x5885c	3e^V	5	latin-1	3e^V
0x58863	He's been dead for at least three#Ndays.	42	latin-1	Ele está morto há pelo menos três#Ndias.
0x58891	He^V	5	latin-1	He^V
0x58898	I didn't know because my Codec link#Nwith Master was cut off.	63	latin-1	Não sabia porque minha ligação de Codec#Ncom o Master estava cortada.
0x588db	Ye^V	5	latin-1	Ye^V
0x588e2	But Mei Ling said his transmission#Nsignal was coming from inside the#Nbase!	80	latin-1	Mas a Mei Ling disse que o sinal de transmissão#Ndele estava vindo de dentro da#Nbase!
0x5893c	So who is it?	14	shift_jis	Então quem é?
0x58955	Snake, you've been talking to...	32	shift_jis	Snake, você esteve falando com...
0x58993	...Me...	9	shift_jis	...Comigo...
0x589a7	...dear brother.	16	shift_jis	...querido irmão.
0x589bb	l"/y	5	shift_jis	l"/y
0x589cb	Liquid!? How the...!?	22	shift_jis	Liquid!? Como diabos...!?
0x589e5	$l"卉	5	shift_jis	$l"卉
0x589eb	You've served your purpose.	28	shift_jis	Você cumpriu seu propósito.
0x58a12	You may die now!	16	shift_jis	Pode morrer agora!
0x58a78	Colonel! Can you hear me?	25	shift_jis	Coronel! Consegue me ouvir?
0x58a9c	Yes...I'm listening.	20	shift_jis	Sim...estou ouvindo.
0x58ab4	,!ﾊ6ｴ	5	shift_jis	,!ﾊ6ｴ
0x58aba	What is the Pentagon trying to do!?	36	shift_jis	O que o Pentágono está tentando fazer!?
0x58ae9	Colonel! Answer me!	19	shift_jis	Coronel! Me responda!
0x58b07	The Secretary of Defense has taken#Nover active control of this operation.	76	latin-1	O Secretário de Defesa assumiu#No controle ativo desta operação.
0x58b5e	He's on his way there by AWACS.	31	shift_jis	Ele está indo para lá por AWACS.
0x58b87	What for?	10	shift_jis	Para quê?
0x58b9c	To bomb the place.	18	shift_jis	Para bombardear o lugar.
0x58bca	Not only that.	14	shift_jis	Não só isso.
0x58be3	B-2 Bombers just lifted off from#NGalena Airforce Base.	57	latin-1	Bombardeiros B-2 acabaram de decolar da#NBase Aérea de Galena.
0x58c27	They're carrying B61-13 surface-#Npiercing tactical nuclear bombs.	68	latin-1	Estão carregando bombas nucleares táticas#NB61-13 perfurantes de superfície.
0x58c6f	J!ﾊ6ｴ	5	shift_jis	J!ﾊ6ｴ
0x58c76	What!? Metal Gear is destroyed.#NTell the Secretary of Defense!	65	latin-1	O quê!? O Metal Gear foi destruído.#NDiga ao Secretário de Defesa!
0x58cc1	The Secretary of Defense heard that#NNaomi double-crossed us and he's#Nworried about FoxDie.	97	latin-1	O Secretário de Defesa soube que a#NNaomi nos traiu e está#Npreocupado com o FoxDie.
0x58d2d	Now that there's no more danger of#Na nuclear strike from Metal Gear,	71	latin-1	Agora que não há mais perigo de#Num ataque nuclear do Metal Gear,
0x58d7e	he's going to do whatever's necessary#Nto cover up the truth of what really#Nhappened here.	96	latin-1	ele vai fazer o que for necessário#Npara encobrir a verdade do que realmente#Naconteceu aqui.
0x58de2	u!ﾊ~	5	shift_jis	u!ﾊ~
0x58de8	He's going to drop a nuclear bomb to#Nvaporize all the evidence along with#Nanyone who knows anything...	109	latin-1	Ele vai soltar uma bomba nuclear para#Nvaporizar todas as evidências junto com#Nqualquer um que saiba de algo...
0x58e69	Don't worry, Snake.	20	shift_jis	Não se preocupe, Snake.
0x58e88	I'll stop the nuclear strike.	29	shift_jis	Vou parar o ataque nuclear.
0x58ebf	I may only be a figurehead here, but#NI'm still officially in command of this#Nmission.	91	latin-1	Posso ser apenas uma figura decorativa aqui, mas#Nainda estou oficialmente no comando desta#Nmissão.
0x58f25	If I issue an order to delay the strike,#Nit'll confuse the chain of command#Nand at least buy you some time.	113	latin-1	Se eu der uma ordem para atrasar o ataque,#Nconfundirá a cadeia de comando#Ne pelo menos te dará um tempo.
0x58fa1	It'll give you a chance to escape!	34	shift_jis	Te dará uma chance de escapar!
0x58fc7	'!ﾊ~	5	shift_jis	'!ﾊ~
0x58fce	But Colonel, if you do that...	30	shift_jis	Mas Coronel, se fizer isso...
0x58ff7	It's okay, Snake.	17	shift_jis	Tudo bem, Snake.
0x59013	...The truth is FOX-HOUND was#Nalready the subject of an undercover#Ninvestigation.	87	latin-1	...A verdade é que a FOX-HOUND já era#Nalvo de uma investigação#Nencoberta.
0x59075	Meryl was transferred to this base just#Nbefore the terrorist attack...	73	latin-1	A Meryl foi transferida para esta base pouco#Nantes do ataque terrorista...
0x590c9	...as a way of manipulating#Nme.	34	latin-1	...como uma forma de me#Nmanipular.
0x59101	Those bastards...	18	shift_jis	Esses bastardos...
0x59140	Ae茜'	5	shift_jis	Ae茜'
0x59147	They forced me to cooperate in#Nexchange for her life.	56	latin-1	Me forçaram a cooperar em#Ntroca da vida dela.
0x59189	You'd better get out of there, Snake.	38	shift_jis	É melhor sair daí, Snake.
0x591d2	...It'll be bad for you.	24	shift_jis	...Será ruim para você.
0x5920c	It's the least I can do for you after all#Nthe lies.	54	latin-1	É o mínimo que posso fazer por você depois de todas#Nas mentiras.
0x59262	I'm ordering them to cancel the#Nbombing run.	47	latin-1	Estou ordenando que cancelem#No bombardeio.
0x5929c	After that there's no turning back...	37	shift_jis	Depois disso não há volta...
0x592e0	Aaaah! What are you doing!?	27	shift_jis	Aaaah! O que estão fazendo!?
0x59310	Snake!	6	shift_jis	Snake!
0x59338	4!ﾊ6ｴ	5	shift_jis	4!ﾊ6ｴ
0x5933e	Mei Ling, what happened to#Nthe Colonel!?	44	latin-1	Mei Ling, o que aconteceu com#No Coronel!?
0x59375	...I don't believe it!!	23	shift_jis	...Não acredito!!
0x59397	What happened!?	15	shift_jis	O que aconteceu!?
0x593b0	Snake, the Colonel...!!	24	shift_jis	Snake, o Coronel...!!
0x593fc	Roy Campbell has been relieved of#Nduty.	43	latin-1	Roy Campbell foi destituído#Ndo cargo.
0x59432	This is the Secretary of Defense,#NJim Houseman.	50	latin-1	Este é o Secretário de Defesa,#NJim Houseman.
0x59468	!!ﾊ6ｴ	5	shift_jis	!!ﾊ6ｴ
0x5946f	Put the Colonel back on!	24	shift_jis	Ponha o Coronel de volta!
0x59492	He's been placed under arrest for#Nleaking top-secret information and for#Nthe crime of high treason.	105	latin-1	Ele foi preso por#Nvazar informações ultrassecretas e pelo#Ncrime de alta traição.
0x59505	Ridiculous!	12	shift_jis	Ridículo!
